timestamp,pid,type,workingSetMB
2026-09-05T11:04:06.9827755-07:00,38120,renderer,678.36
2026-09-05T11:04:06.9899688-07:00,34092,renderer,30.12
2026-09-05T11:04:08.0517451-07:00,39116,crashpad-handler,10.48
2026-09-05T11:04:08.0699240-07:00,9168,gpu-process,616.77
2026-09-05T11:04:08.0804276-07:00,8340,utility,53.28
2026-09-05T11:04:08.0911485-07:00,45576,utility,19.72
2026-09-05T11:04:08.1003477-07:00,30008,renderer,82.7
2026-09-05T11:04:08.1115786-07:00,38120,renderer,678.36
2026-09-05T11:04:08.1213609-07:00,34092,renderer,30.12
2026-09-05T11:04:09.1675802-07:00,39116,crashpad-handler,10.48
2026-09-05T11:04:09.1779124-07:00,9168,gpu-process,616.77
2026-09-05T11:04:09.1885338-07:00,8340,utility,53.28
2026-09-05T11:04:09.2053603-07:00,45576,utility,19.72
2026-09-05T11:04:09.2268646-07:00,30008,renderer,82.7
2026-09-05T11:04:09.2400607-07:00,38120,renderer,678.69
2026-09-05T11:04:09.2512795-07:00,34092,renderer,30.12
2026-09-05T11:04:10.2580474-07:00,39116,crashpad-handler,10.48
2026-09-05T11:04:10.2983233-07:00,9168,gpu-process,616.77
2026-09-05T11:04:10.3160106-07:00,8340,utility,53.28
2026-09-05T11:04:10.3279568-07:00,45576,utility,19.72
2026-09-05T11:04:10.3398359-07:00,30008,renderer,82.7
2026-09-05T11:04:10.3509306-07:00,38120,renderer,678.48
2026-09-05T11:04:10.3626042-07:00,34092,renderer,30.12
2026-09-05T11:04:11.3994676-07:00,39116,crashpad-handler,10.48
2026-09-05T11:04:11.4103798-07:00,9168,gpu-process,616.77
2026-09-05T11:04:11.4229379-07:00,8340,utility,53.28
2026-09-05T11:04:11.4349099-07:00,45576,utility,19.72
2026-09-05T11:04:11.4459390-07:00,30008,renderer,82.7
2026-09-05T11:04:11.4578287-07:00,38120,renderer,678.88
2026-09-05T11:04:11.4758011-07:00,34092,renderer,30.12
2026-09-05T11:04:12.4603542-07:00,39116,crashpad-handler,10.48
2026-09-05T11:04:12.4717719-07:00,9168,gpu-process,616.77
2026-09-05T11:04:12.4820800-07:00,8340,utility,53.28
2026-09-05T11:04:12.5407426-07:00,45576,utility,19.72
2026-09-05T11:04:12.5731756-07:00,30008,renderer,82.7
2026-09-05T11:04:12.5854182-07:00,38120,renderer,678.88
2026-09-05T11:04:12.5966860-07:00,34092,renderer,30.12
2026-09-05T11:04:13.7392801-07:00,39116,crashpad-handler,10.48
2026-09-05T11:04:13.7559142-07:00,9168,gpu-process,610.82
