timestamp,pid,type,workingSetMB
2026-09-05T11:05:26.5055244-07:00,21984,renderer,30.21
2026-09-05T11:05:26.5144149-07:00,33580,renderer,390.49
2026-09-05T11:05:27.6823455-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:27.6896047-07:00,48496,gpu-process,362.9
2026-09-05T11:05:27.7063324-07:00,10016,utility,62.35
2026-09-05T11:05:27.7183589-07:00,43508,utility,19.23
2026-09-05T11:05:27.7296483-07:00,51560,renderer,85.56
2026-09-05T11:05:27.7420815-07:00,21984,renderer,30.21
2026-09-05T11:05:27.7640651-07:00,33580,renderer,456.64
2026-09-05T11:05:28.8251568-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:28.8401648-07:00,48496,gpu-process,362.66
2026-09-05T11:05:28.8495649-07:00,10016,utility,62.53
2026-09-05T11:05:28.8603706-07:00,43508,utility,19.24
2026-09-05T11:05:28.8707456-07:00,51560,renderer,85.56
2026-09-05T11:05:28.8819141-07:00,21984,renderer,30.22
2026-09-05T11:05:28.8911658-07:00,33580,renderer,507.35
2026-09-05T11:05:29.9617225-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:29.9887187-07:00,48496,gpu-process,353.66
2026-09-05T11:05:30.0026163-07:00,10016,utility,64.49
2026-09-05T11:05:30.0126977-07:00,43508,utility,19.24
2026-09-05T11:05:30.0279789-07:00,51560,renderer,85.56
2026-09-05T11:05:30.1071727-07:00,21984,renderer,30.22
2026-09-05T11:05:30.1271508-07:00,33580,renderer,545.55
2026-09-05T11:05:31.1306533-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:31.1413893-07:00,48496,gpu-process,353.16
2026-09-05T11:05:31.1542234-07:00,10016,utility,64.77
2026-09-05T11:05:31.1666947-07:00,43508,utility,19.24
2026-09-05T11:05:31.1779726-07:00,51560,renderer,85.56
2026-09-05T11:05:31.1868000-07:00,21984,renderer,30.22
2026-09-05T11:05:31.2029007-07:00,33580,renderer,587.45
2026-09-05T11:05:32.1400111-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:32.1554667-07:00,48496,gpu-process,349.1
2026-09-05T11:05:32.1649034-07:00,10016,utility,53.95
2026-09-05T11:05:32.1774367-07:00,43508,utility,19.23
2026-09-05T11:05:32.1887189-07:00,51560,renderer,85.57
2026-09-05T11:05:32.2009007-07:00,21984,renderer,30.22
2026-09-05T11:05:32.2146895-07:00,33580,renderer,519.56
2026-09-05T11:05:33.2212580-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:33.2767150-07:00,48496,gpu-process,365.37
2026-09-05T11:05:33.3028472-07:00,10016,utility,53.95
2026-09-05T11:05:33.3166251-07:00,43508,utility,19.23
2026-09-05T11:05:33.3277905-07:00,51560,renderer,85.57
2026-09-05T11:05:33.3391069-07:00,21984,renderer,30.22
2026-09-05T11:05:33.3506615-07:00,33580,renderer,561.54
2026-09-05T11:05:34.3438305-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:34.3604149-07:00,48496,gpu-process,365.38
2026-09-05T11:05:34.3725071-07:00,10016,utility,53.95
2026-09-05T11:05:34.3840904-07:00,43508,utility,19.23
2026-09-05T11:05:34.4103968-07:00,51560,renderer,85.57
2026-09-05T11:05:34.4385767-07:00,21984,renderer,30.22
2026-09-05T11:05:34.4952146-07:00,33580,renderer,566.92
2026-09-05T11:05:35.5252031-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:35.5414662-07:00,48496,gpu-process,348.83
2026-09-05T11:05:35.5715684-07:00,10016,utility,52.9
2026-09-05T11:05:35.6024085-07:00,43508,utility,19.23
2026-09-05T11:05:35.6222176-07:00,51560,renderer,85.57
2026-09-05T11:05:35.6508580-07:00,21984,renderer,30.22
2026-09-05T11:05:35.6645044-07:00,33580,renderer,586.23
2026-09-05T11:05:36.7593746-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:36.7711904-07:00,48496,gpu-process,373.18
2026-09-05T11:05:36.7828427-07:00,10016,utility,52.9
2026-09-05T11:05:36.7925077-07:00,43508,utility,19.23
2026-09-05T11:05:36.8040895-07:00,51560,renderer,85.57
2026-09-05T11:05:36.8132119-07:00,21984,renderer,30.22
2026-09-05T11:05:36.8450623-07:00,33580,renderer,615.68
2026-09-05T11:05:37.8159268-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:37.8267826-07:00,48496,gpu-process,373.44
2026-09-05T11:05:37.8825980-07:00,10016,utility,52.9
2026-09-05T11:05:37.9211341-07:00,43508,utility,19.23
2026-09-05T11:05:37.9332591-07:00,51560,renderer,85.57
2026-09-05T11:05:37.9421489-07:00,21984,renderer,30.22
2026-09-05T11:05:37.9537034-07:00,33580,renderer,652.75
2026-09-05T11:05:38.8988885-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:38.9184731-07:00,48496,gpu-process,374.79
2026-09-05T11:05:38.9308862-07:00,10016,utility,53.09
2026-09-05T11:05:38.9437802-07:00,43508,utility,19.23
2026-09-05T11:05:38.9544212-07:00,51560,renderer,85.57
2026-09-05T11:05:38.9662789-07:00,21984,renderer,30.22
2026-09-05T11:05:38.9771601-07:00,33580,renderer,665.65
2026-09-05T11:05:40.0214028-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:40.0361414-07:00,48496,gpu-process,493.8
2026-09-05T11:05:40.0471293-07:00,10016,utility,53.02
2026-09-05T11:05:40.0604704-07:00,43508,utility,19.31
2026-09-05T11:05:40.0855220-07:00,51560,renderer,85.57
2026-09-05T11:05:40.1077147-07:00,21984,renderer,30.22
2026-09-05T11:05:40.1232899-07:00,33580,renderer,685.24
2026-09-05T11:05:41.1856495-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:41.2062159-07:00,48496,gpu-process,677.06
2026-09-05T11:05:41.2140851-07:00,10016,utility,53.02
2026-09-05T11:05:41.2217417-07:00,43508,utility,19.38
2026-09-05T11:05:41.2365229-07:00,51560,renderer,85.57
2026-09-05T11:05:41.2464455-07:00,21984,renderer,30.22
2026-09-05T11:05:41.2563358-07:00,33580,renderer,695.54
2026-09-05T11:05:42.3774161-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:42.3914580-07:00,48496,gpu-process,676.06
2026-09-05T11:05:42.4065184-07:00,10016,utility,53.02
2026-09-05T11:05:42.4113300-07:00,43508,utility,19.38
2026-09-05T11:05:42.4234001-07:00,51560,renderer,85.57
2026-09-05T11:05:42.4365076-07:00,21984,renderer,30.22
2026-09-05T11:05:42.4481980-07:00,33580,renderer,695.59
2026-09-05T11:05:43.4512810-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:43.4622980-07:00,48496,gpu-process,682.05
2026-09-05T11:05:43.4744023-07:00,10016,utility,53.02
2026-09-05T11:05:43.4863078-07:00,43508,utility,19.38
2026-09-05T11:05:43.4963052-07:00,51560,renderer,85.57
2026-09-05T11:05:43.5076453-07:00,21984,renderer,30.23
2026-09-05T11:05:43.5189511-07:00,33580,renderer,695.6
2026-09-05T11:05:44.6221137-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:44.6293143-07:00,48496,gpu-process,681.34
2026-09-05T11:05:44.6433241-07:00,10016,utility,53.02
2026-09-05T11:05:44.6550320-07:00,43508,utility,19.38
2026-09-05T11:05:44.6695628-07:00,51560,renderer,85.57
2026-09-05T11:05:44.6750655-07:00,21984,renderer,30.23
2026-09-05T11:05:44.6912041-07:00,33580,renderer,693.37
2026-09-05T11:05:45.6947603-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:45.7159284-07:00,48496,gpu-process,679.3
2026-09-05T11:05:45.7632938-07:00,10016,utility,53.02
2026-09-05T11:05:45.7825009-07:00,43508,utility,19.48
2026-09-05T11:05:45.8115992-07:00,51560,renderer,85.57
2026-09-05T11:05:45.8283059-07:00,21984,renderer,30.23
2026-09-05T11:05:45.8469461-07:00,33580,renderer,693.38
2026-09-05T11:05:46.9017337-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:46.9234238-07:00,48496,gpu-process,638.25
2026-09-05T11:05:46.9452501-07:00,10016,utility,53.02
2026-09-05T11:05:46.9570556-07:00,43508,utility,19.48
2026-09-05T11:05:46.9684169-07:00,51560,renderer,85.57
2026-09-05T11:05:46.9807520-07:00,21984,renderer,30.23
2026-09-05T11:05:46.9920270-07:00,33580,renderer,693.58
2026-09-05T11:05:48.0284353-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:48.0411964-07:00,48496,gpu-process,638.25
2026-09-05T11:05:48.0618084-07:00,10016,utility,53.02
2026-09-05T11:05:48.0749017-07:00,43508,utility,19.48
2026-09-05T11:05:48.0863613-07:00,51560,renderer,85.57
2026-09-05T11:05:48.0938793-07:00,21984,renderer,30.23
2026-09-05T11:05:48.1321993-07:00,33580,renderer,693.59
2026-09-05T11:05:49.1257288-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:49.1819147-07:00,48496,gpu-process,615.12
2026-09-05T11:05:49.1908701-07:00,10016,utility,53.02
2026-09-05T11:05:49.2053098-07:00,43508,utility,19.48
2026-09-05T11:05:49.2146150-07:00,51560,renderer,85.57
2026-09-05T11:05:49.2221993-07:00,21984,renderer,30.23
2026-09-05T11:05:49.2381312-07:00,33580,renderer,693.04
2026-09-05T11:05:50.2197979-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:50.2350895-07:00,48496,gpu-process,613.84
2026-09-05T11:05:50.2448152-07:00,10016,utility,53.13
2026-09-05T11:05:50.2517114-07:00,43508,utility,19.48
2026-09-05T11:05:50.2659405-07:00,51560,renderer,85.57
2026-09-05T11:05:50.2728957-07:00,21984,renderer,30.23
2026-09-05T11:05:50.2873322-07:00,33580,renderer,693.04
2026-09-05T11:05:51.2537556-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:51.2644928-07:00,48496,gpu-process,612
2026-09-05T11:05:51.2765206-07:00,10016,utility,53.13
2026-09-05T11:05:51.3556136-07:00,43508,utility,19.48
2026-09-05T11:05:51.3676741-07:00,51560,renderer,85.57
2026-09-05T11:05:51.3794306-07:00,21984,renderer,30.23
2026-09-05T11:05:51.3926480-07:00,33580,renderer,693.04
2026-09-05T11:05:52.3550356-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:52.3657362-07:00,48496,gpu-process,610.15
2026-09-05T11:05:52.3748735-07:00,10016,utility,53.05
2026-09-05T11:05:52.3851259-07:00,43508,utility,19.48
2026-09-05T11:05:52.3968414-07:00,51560,renderer,85.57
2026-09-05T11:05:52.4072084-07:00,21984,renderer,30.23
2026-09-05T11:05:52.4178368-07:00,33580,renderer,693.04
2026-09-05T11:05:53.2904967-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:53.3010754-07:00,48496,gpu-process,608.32
2026-09-05T11:05:53.3129687-07:00,10016,utility,53.05
2026-09-05T11:05:53.3228291-07:00,43508,utility,19.48
2026-09-05T11:05:53.3346979-07:00,51560,renderer,85.57
2026-09-05T11:05:53.3454503-07:00,21984,renderer,30.23
2026-09-05T11:05:53.3601759-07:00,33580,renderer,693.04
2026-09-05T11:05:54.3655389-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:54.3878455-07:00,48496,gpu-process,607.12
2026-09-05T11:05:54.4062606-07:00,10016,utility,53.05
2026-09-05T11:05:54.4184283-07:00,43508,utility,19.48
2026-09-05T11:05:54.4318510-07:00,51560,renderer,85.57
2026-09-05T11:05:54.4394203-07:00,21984,renderer,30.23
2026-09-05T11:05:54.4525478-07:00,33580,renderer,693.16
2026-09-05T11:05:55.4448743-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:55.4579115-07:00,48496,gpu-process,606.68
2026-09-05T11:05:55.4697561-07:00,10016,utility,53.05
2026-09-05T11:05:55.4822409-07:00,43508,utility,19.48
2026-09-05T11:05:55.4954472-07:00,51560,renderer,85.57
2026-09-05T11:05:55.5096684-07:00,21984,renderer,30.23
2026-09-05T11:05:55.5221692-07:00,33580,renderer,696.07
2026-09-05T11:05:56.5060210-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:56.5159969-07:00,48496,gpu-process,605.62
2026-09-05T11:05:56.5246968-07:00,10016,utility,53.05
2026-09-05T11:05:56.5363837-07:00,43508,utility,19.48
2026-09-05T11:05:56.5460890-07:00,51560,renderer,85.57
2026-09-05T11:05:56.5563977-07:00,21984,renderer,30.23
2026-09-05T11:05:56.5661805-07:00,33580,renderer,696.34
2026-09-05T11:05:57.5271622-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:57.5472658-07:00,48496,gpu-process,605.62
2026-09-05T11:05:57.5917487-07:00,10016,utility,53.05
2026-09-05T11:05:57.6471614-07:00,43508,utility,19.48
2026-09-05T11:05:57.6595684-07:00,51560,renderer,85.57
2026-09-05T11:05:57.6647083-07:00,21984,renderer,30.23
2026-09-05T11:05:57.6802929-07:00,33580,renderer,693.73
2026-09-05T11:05:58.6997837-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:58.7283959-07:00,48496,gpu-process,609.68
2026-09-05T11:05:58.7578098-07:00,10016,utility,53.05
2026-09-05T11:05:58.7751803-07:00,43508,utility,19.48
2026-09-05T11:05:58.8164712-07:00,51560,renderer,84.23
2026-09-05T11:05:58.8890767-07:00,21984,renderer,30.23
2026-09-05T11:05:58.9011836-07:00,33580,renderer,693.74
2026-09-05T11:05:59.9379891-07:00,9584,crashpad-handler,10.47
2026-09-05T11:05:59.9486099-07:00,48496,gpu-process,609.65
2026-09-05T11:05:59.9591901-07:00,10016,utility,53.05
2026-09-05T11:05:59.9792394-07:00,43508,utility,19.48
2026-09-05T11:06:00.0303360-07:00,51560,renderer,84.23
2026-09-05T11:06:00.0461349-07:00,21984,renderer,30.23
2026-09-05T11:06:00.0595990-07:00,33580,renderer,693.74
2026-09-05T11:06:01.1079083-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:01.1198390-07:00,48496,gpu-process,617.64
2026-09-05T11:06:01.1326903-07:00,10016,utility,53.05
2026-09-05T11:06:01.1429214-07:00,43508,utility,19.48
2026-09-05T11:06:01.1780447-07:00,51560,renderer,84.23
2026-09-05T11:06:01.2042537-07:00,21984,renderer,30.23
2026-09-05T11:06:01.2358146-07:00,33580,renderer,693.73
2026-09-05T11:06:02.2080775-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:02.2171019-07:00,48496,gpu-process,616.42
2026-09-05T11:06:02.2307215-07:00,10016,utility,53.05
2026-09-05T11:06:02.2364540-07:00,43508,utility,19.48
2026-09-05T11:06:02.2505699-07:00,51560,renderer,84.23
2026-09-05T11:06:02.2633566-07:00,21984,renderer,30.23
2026-09-05T11:06:02.2728992-07:00,33580,renderer,676.07
2026-09-05T11:06:03.2280503-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:03.2405609-07:00,48496,gpu-process,614.57
2026-09-05T11:06:03.2597339-07:00,10016,utility,53.05
2026-09-05T11:06:03.2787257-07:00,43508,utility,19.48
2026-09-05T11:06:03.2910138-07:00,51560,renderer,84.23
2026-09-05T11:06:03.3021334-07:00,21984,renderer,30.23
2026-09-05T11:06:03.3124195-07:00,33580,renderer,676.18
2026-09-05T11:06:04.4180986-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:04.4297984-07:00,48496,gpu-process,612.83
2026-09-05T11:06:04.4398004-07:00,10016,utility,53.05
2026-09-05T11:06:04.4518678-07:00,43508,utility,19.48
2026-09-05T11:06:04.4620424-07:00,51560,renderer,84.23
2026-09-05T11:06:04.4714206-07:00,21984,renderer,30.23
2026-09-05T11:06:04.4837251-07:00,33580,renderer,676.38
2026-09-05T11:06:05.6407267-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:05.6542040-07:00,48496,gpu-process,598.58
2026-09-05T11:06:05.6642590-07:00,10016,utility,53.05
2026-09-05T11:06:05.6767198-07:00,43508,utility,19.48
2026-09-05T11:06:05.6808260-07:00,51560,renderer,84.23
2026-09-05T11:06:05.6978685-07:00,21984,renderer,30.23
2026-09-05T11:06:05.7098549-07:00,33580,renderer,676.73
2026-09-05T11:06:06.7455822-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:06.7521949-07:00,48496,gpu-process,598.58
2026-09-05T11:06:06.7676700-07:00,10016,utility,53.05
2026-09-05T11:06:06.7821655-07:00,43508,utility,19.48
2026-09-05T11:06:06.7945964-07:00,51560,renderer,84.23
2026-09-05T11:06:06.8050019-07:00,21984,renderer,30.23
2026-09-05T11:06:06.8145339-07:00,33580,renderer,675.74
2026-09-05T11:06:07.8016833-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:07.8121825-07:00,48496,gpu-process,598.58
2026-09-05T11:06:07.8295889-07:00,10016,utility,53.03
2026-09-05T11:06:07.8417716-07:00,43508,utility,19.48
2026-09-05T11:06:07.8528147-07:00,51560,renderer,84.23
2026-09-05T11:06:07.8584934-07:00,21984,renderer,30.23
2026-09-05T11:06:07.8738033-07:00,33580,renderer,676.01
2026-09-05T11:06:08.9201461-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:08.9822696-07:00,48496,gpu-process,598.58
2026-09-05T11:06:09.0080359-07:00,10016,utility,53.03
2026-09-05T11:06:09.0391921-07:00,43508,utility,19.48
2026-09-05T11:06:09.0622267-07:00,51560,renderer,84.23
2026-09-05T11:06:09.0698364-07:00,21984,renderer,30.23
2026-09-05T11:06:09.0850160-07:00,33580,renderer,676.2
2026-09-05T11:06:10.1015374-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:10.1104996-07:00,48496,gpu-process,598.58
2026-09-05T11:06:10.1272207-07:00,10016,utility,53.03
2026-09-05T11:06:10.1391361-07:00,43508,utility,19.48
2026-09-05T11:06:10.1509155-07:00,51560,renderer,84.23
2026-09-05T11:06:10.1622742-07:00,21984,renderer,30.23
2026-09-05T11:06:10.1726373-07:00,33580,renderer,676.38
2026-09-05T11:06:11.1844676-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:11.2000919-07:00,48496,gpu-process,598.58
2026-09-05T11:06:11.2082945-07:00,10016,utility,53.03
2026-09-05T11:06:11.2204137-07:00,43508,utility,19.48
2026-09-05T11:06:11.2276034-07:00,51560,renderer,84.23
2026-09-05T11:06:11.2429103-07:00,21984,renderer,30.23
2026-09-05T11:06:11.2820469-07:00,33580,renderer,676.14
2026-09-05T11:06:12.3346365-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:12.3508047-07:00,48496,gpu-process,598.58
2026-09-05T11:06:12.3789621-07:00,10016,utility,53.03
2026-09-05T11:06:12.4076810-07:00,43508,utility,19.48
2026-09-05T11:06:12.4128906-07:00,51560,renderer,84.23
2026-09-05T11:06:12.4355991-07:00,21984,renderer,30.23
2026-09-05T11:06:12.4563759-07:00,33580,renderer,676.14
2026-09-05T11:06:13.4459008-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:13.4564741-07:00,48496,gpu-process,598.47
2026-09-05T11:06:13.4665186-07:00,10016,utility,53.03
2026-09-05T11:06:13.4762872-07:00,43508,utility,19.48
2026-09-05T11:06:13.4897911-07:00,51560,renderer,84.23
2026-09-05T11:06:13.4999951-07:00,21984,renderer,30.23
2026-09-05T11:06:13.5101757-07:00,33580,renderer,676.14
2026-09-05T11:06:14.5601354-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:14.5768842-07:00,48496,gpu-process,596.68
2026-09-05T11:06:14.6046317-07:00,10016,utility,53.03
2026-09-05T11:06:14.6350621-07:00,43508,utility,19.48
2026-09-05T11:06:14.6456858-07:00,51560,renderer,84.23
2026-09-05T11:06:14.6582068-07:00,21984,renderer,30.23
2026-09-05T11:06:14.6689861-07:00,33580,renderer,676.14
2026-09-05T11:06:15.6690826-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:15.6816301-07:00,48496,gpu-process,596.08
2026-09-05T11:06:15.6934625-07:00,10016,utility,53.03
2026-09-05T11:06:15.7037788-07:00,43508,utility,19.48
2026-09-05T11:06:15.7171464-07:00,51560,renderer,84.23
2026-09-05T11:06:15.7279839-07:00,21984,renderer,30.23
2026-09-05T11:06:15.7401921-07:00,33580,renderer,676.26
2026-09-05T11:06:16.7094567-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:16.7540853-07:00,48496,gpu-process,596.08
2026-09-05T11:06:16.7998084-07:00,10016,utility,53.03
2026-09-05T11:06:16.8117646-07:00,43508,utility,19.48
2026-09-05T11:06:16.8220132-07:00,51560,renderer,84.23
2026-09-05T11:06:16.8351661-07:00,21984,renderer,30.23
2026-09-05T11:06:16.8459524-07:00,33580,renderer,676.28
2026-09-05T11:06:17.8455747-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:17.8610202-07:00,48496,gpu-process,595.31
2026-09-05T11:06:17.8743664-07:00,10016,utility,53.03
2026-09-05T11:06:17.8967534-07:00,43508,utility,19.48
2026-09-05T11:06:17.9069178-07:00,51560,renderer,84.23
2026-09-05T11:06:17.9125792-07:00,21984,renderer,30.23
2026-09-05T11:06:17.9332461-07:00,33580,renderer,676.29
2026-09-05T11:06:18.9117160-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:18.9239020-07:00,48496,gpu-process,593.52
2026-09-05T11:06:18.9350081-07:00,10016,utility,53.03
2026-09-05T11:06:18.9475628-07:00,43508,utility,19.48
2026-09-05T11:06:19.0109171-07:00,51560,renderer,84.23
2026-09-05T11:06:19.0715148-07:00,21984,renderer,30.23
2026-09-05T11:06:19.0838592-07:00,33580,renderer,676.29
2026-09-05T11:06:20.2233895-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:20.2299047-07:00,48496,gpu-process,589.96
2026-09-05T11:06:20.2516449-07:00,10016,utility,53
2026-09-05T11:06:20.2603164-07:00,43508,utility,19.48
2026-09-05T11:06:20.2784287-07:00,51560,renderer,84.23
2026-09-05T11:06:20.2984727-07:00,21984,renderer,30.23
2026-09-05T11:06:20.3095454-07:00,33580,renderer,675.61
2026-09-05T11:06:21.3014406-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:21.3272001-07:00,48496,gpu-process,588.19
2026-09-05T11:06:21.3907013-07:00,10016,utility,53
2026-09-05T11:06:21.4048419-07:00,43508,utility,19.48
2026-09-05T11:06:21.4335224-07:00,51560,renderer,84.23
2026-09-05T11:06:21.4814932-07:00,21984,renderer,30.23
2026-09-05T11:06:21.4993525-07:00,33580,renderer,676.26
2026-09-05T11:06:22.4795938-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:22.4949663-07:00,48496,gpu-process,586.43
2026-09-05T11:06:22.5057121-07:00,10016,utility,53
2026-09-05T11:06:22.5964533-07:00,43508,utility,19.48
2026-09-05T11:06:22.6070687-07:00,51560,renderer,84.23
2026-09-05T11:06:22.6222726-07:00,21984,renderer,30.23
2026-09-05T11:06:22.6322476-07:00,33580,renderer,678.82
2026-09-05T11:06:23.4992190-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:23.5122704-07:00,48496,gpu-process,610.08
2026-09-05T11:06:23.5237070-07:00,10016,utility,53
2026-09-05T11:06:23.5331876-07:00,43508,utility,19.48
2026-09-05T11:06:23.5448229-07:00,51560,renderer,84.23
2026-09-05T11:06:23.5549601-07:00,21984,renderer,30.23
2026-09-05T11:06:23.5654166-07:00,33580,renderer,676.55
2026-09-05T11:06:24.4416107-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:24.4522082-07:00,48496,gpu-process,609.79
2026-09-05T11:06:24.4623947-07:00,10016,utility,53
2026-09-05T11:06:24.4747278-07:00,43508,utility,19.48
2026-09-05T11:06:24.4856366-07:00,51560,renderer,83.64
2026-09-05T11:06:24.4903826-07:00,21984,renderer,30.23
2026-09-05T11:06:24.5080094-07:00,33580,renderer,676.56
2026-09-05T11:06:25.4593570-07:00,9584,crashpad-handler,10.47
2026-09-05T11:06:25.4679936-07:00,48496,gpu-process,609.76
